Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/09/2020,02/01/2020,12/05/2020,KS,Seward County,20175,Micropolitan,19,138
12/09/2020,02/01/2020,12/05/2020,KS,Shawnee County,20177,Small metro,189,2100
12/09/2020,02/01/2020,12/05/2020,KS,Wyandotte County,20209,Large fringe metro,226,1828
12/09/2020,02/01/2020,12/05/2020,KY,Barren County,21009,Micropolitan,48,526
12/09/2020,02/01/2020,12/05/2020,KY,Bell County,21013,Micropolitan,14,246
12/09/2020,02/01/2020,12/05/2020,KY,Boone County,21015,Large fringe metro,14,669
12/09/2020,02/01/2020,12/05/2020,KY,Boyd County,21019,Medium metro,66,981
12/09/2020,02/01/2020,12/05/2020,KY,Boyle County,21021,Micropolitan,39,443
12/09/2020,02/01/2020,12/05/2020,KY,Calloway County,21035,Micropolitan,15,326
12/09/2020,02/01/2020,12/05/2020,KY,Campbell County,21037,Large fringe metro,99,706
12/09/2020,02/01/2020,12/05/2020,KY,Casey County,21045,Noncore,11,123
12/09/2020,02/01/2020,12/05/2020,KY,Christian County,21047,Medium metro,31,469
12/09/2020,02/01/2020,12/05/2020,KY,Clark County,21049,Medium metro,10,300
12/09/2020,02/01/2020,12/05/2020,KY,Daviess County,21059,Small metro,75,1153
12/09/2020,02/01/2020,12/05/2020,KY,Fayette County,21067,Medium metro,188,4347
12/09/2020,02/01/2020,12/05/2020,KY,Floyd County,21071,Noncore,11,371
12/09/2020,02/01/2020,12/05/2020,KY,Franklin County,21073,Micropolitan,24,485
12/09/2020,02/01/2020,12/05/2020,KY,Graves County,21083,Micropolitan,44,371
12/09/2020,02/01/2020,12/05/2020,KY,Grayson County,21085,Noncore,10,221
12/09/2020,02/01/2020,12/05/2020,KY,Hardin County,21093,Small metro,43,943
12/09/2020,02/01/2020,12/05/2020,KY,Henderson County,21101,Medium metro,23,423
12/09/2020,02/01/2020,12/05/2020,KY,Hopkins County,21107,Micropolitan,50,609
12/09/2020,02/01/2020,12/05/2020,KY,Jefferson County,21111,Large central metro,727,9522
12/09/2020,02/01/2020,12/05/2020,KY,Jessamine County,21113,Medium metro,16,287
12/09/2020,02/01/2020,12/05/2020,KY,Kenton County,21117,Large fringe metro,68,1529
12/09/2020,02/01/2020,12/05/2020,KY,Knox County,21121,Micropolitan,17,255
12/09/2020,02/01/2020,12/05/2020,KY,Laurel County,21125,Micropolitan,19,574
12/09/2020,02/01/2020,12/05/2020,KY,McCracken County,21145,Micropolitan,79,1134
12/09/2020,02/01/2020,12/05/2020,KY,Madison County,21151,Micropolitan,16,688
12/09/2020,02/01/2020,12/05/2020,KY,Mercer County,21167,Noncore,19,197
12/09/2020,02/01/2020,12/05/2020,KY,Monroe County,21171,Noncore,10,80
12/09/2020,02/01/2020,12/05/2020,KY,Oldham County,21185,Large fringe metro,13,270
12/09/2020,02/01/2020,12/05/2020,KY,Perry County,21193,Noncore,21,733
12/09/2020,02/01/2020,12/05/2020,KY,Pike County,21195,Noncore,57,1099
12/09/2020,02/01/2020,12/05/2020,KY,Pulaski County,21199,Micropolitan,27,798
12/09/2020,02/01/2020,12/05/2020,KY,Scott County,21209,Medium metro,14,298
12/09/2020,02/01/2020,12/05/2020,KY,Shelby County,21211,Large fringe metro,14,217
12/09/2020,02/01/2020,12/05/2020,KY,Warren County,21227,Small metro,153,1456
12/09/2020,02/01/2020,12/05/2020,KY,Whitley County,21235,Micropolitan,34,440
12/09/2020,02/01/2020,12/05/2020,LA,Acadia Parish,22001,Medium metro,61,550
12/09/2020,02/01/2020,12/05/2020,LA,Allen Parish,22003,Noncore,22,201
12/09/2020,02/01/2020,12/05/2020,LA,Ascension Parish,22005,Medium metro,37,501
12/09/2020,02/01/2020,12/05/2020,LA,Avoyelles Parish,22009,Noncore,19,379
12/09/2020,02/01/2020,12/05/2020,LA,Beauregard Parish,22011,Micropolitan,30,265
12/09/2020,02/01/2020,12/05/2020,LA,Bossier Parish,22015,Medium metro,82,882
12/09/2020,02/01/2020,12/05/2020,LA,Caddo Parish,22017,Medium metro,644,3739
12/09/2020,02/01/2020,12/05/2020,LA,Calcasieu Parish,22019,Small metro,212,1946
12/09/2020,02/01/2020,12/05/2020,LA,Claiborne Parish,22027,Noncore,17,139
12/09/2020,02/01/2020,12/05/2020,LA,De Soto Parish,22031,Medium metro,12,150
12/09/2020,02/01/2020,12/05/2020,LA,East Baton Rouge Parish,22033,Medium metro,844,5395
12/09/2020,02/01/2020,12/05/2020,LA,East Feliciana Parish,22037,Medium metro,18,148
12/09/2020,02/01/2020,12/05/2020,LA,Evangeline Parish,22039,Noncore,29,304
12/09/2020,02/01/2020,12/05/2020,LA,Franklin Parish,22041,Noncore,13,161
12/09/2020,02/01/2020,12/05/2020,LA,Grant Parish,22043,Small metro,11,156
12/09/2020,02/01/2020,12/05/2020,LA,Iberia Parish,22045,Medium metro,63,684
12/09/2020,02/01/2020,12/05/2020,LA,Jefferson Parish,22051,Large fringe metro,860,5157
12/09/2020,02/01/2020,12/05/2020,LA,Jefferson Davis Parish,22053,Noncore,43,336
12/09/2020,02/01/2020,12/05/2020,LA,Lafayette Parish,22055,Medium metro,284,2481
12/09/2020,02/01/2020,12/05/2020,LA,Lafourche Parish,22057,Small metro,136,875
12/09/2020,02/01/2020,12/05/2020,LA,Lincoln Parish,22061,Micropolitan,61,440
12/09/2020,02/01/2020,12/05/2020,LA,Livingston Parish,22063,Medium metro,17,654
12/09/2020,02/01/2020,12/05/2020,LA,Natchitoches Parish,22069,Micropolitan,32,313
12/09/2020,02/01/2020,12/05/2020,LA,Orleans Parish,22071,Large central metro,449,3732
12/09/2020,02/01/2020,12/05/2020,LA,Ouachita Parish,22073,Small metro,296,1846
12/09/2020,02/01/2020,12/05/2020,LA,Pointe Coupee Parish,22077,Medium metro,19,193
12/09/2020,02/01/2020,12/05/2020,LA,Rapides Parish,22079,Small metro,262,1884
12/09/2020,02/01/2020,12/05/2020,LA,St. Bernard Parish,22087,Large fringe metro,17,243
12/09/2020,02/01/2020,12/05/2020,LA,St. Charles Parish,22089,Large fringe metro,33,320
12/09/2020,02/01/2020,12/05/2020,LA,St. James Parish,22093,Large fringe metro,17,131
12/09/2020,02/01/2020,12/05/2020,LA,St. John the Baptist Parish,22095,Large fringe metro,35,265
12/09/2020,02/01/2020,12/05/2020,LA,St. Landry Parish,22097,Micropolitan,121,882
12/09/2020,02/01/2020,12/05/2020,LA,St. Martin Parish,22099,Medium metro,22,347
12/09/2020,02/01/2020,12/05/2020,LA,St. Mary Parish,22101,Micropolitan,62,430
12/09/2020,02/01/2020,12/05/2020,LA,St. Tammany Parish,22103,Large fringe metro,298,2528
12/09/2020,02/01/2020,12/05/2020,LA,Tangipahoa Parish,22105,Small metro,113,1166
12/09/2020,02/01/2020,12/05/2020,LA,Terrebonne Parish,22109,Small metro,115,1052
12/09/2020,02/01/2020,12/05/2020,LA,Union Parish,22111,Small metro,23,220
12/09/2020,02/01/2020,12/05/2020,LA,Vermilion Parish,22113,Medium metro,27,466
12/09/2020,02/01/2020,12/05/2020,LA,Vernon Parish,22115,Micropolitan,26,305
12/09/2020,02/01/2020,12/05/2020,LA,Washington Parish,22117,Micropolitan,35,422
12/09/2020,02/01/2020,12/05/2020,LA,Webster Parish,22119,Medium metro,27,408
12/09/2020,02/01/2020,12/05/2020,LA,Winn Parish,22127,Noncore,24,154
12/09/2020,02/01/2020,12/05/2020,MA,Barnstable County,25001,Small metro,140,2453
12/09/2020,02/01/2020,12/05/2020,MA,Berkshire County,25003,Small metro,53,1327
12/09/2020,02/01/2020,12/05/2020,MA,Bristol County,25005,Large fringe metro,635,4747
12/09/2020,02/01/2020,12/05/2020,MA,Essex County,25009,Large fringe metro,1084,6836
12/09/2020,02/01/2020,12/05/2020,MA,Franklin County,25011,Micropolitan,37,507
12/09/2020,02/01/2020,12/05/2020,MA,Hampden County,25013,Medium metro,757,5168
12/09/2020,02/01/2020,12/05/2020,MA,Hampshire County,25015,Medium metro,115,1101
12/09/2020,02/01/2020,12/05/2020,MA,Middlesex County,25017,Large fringe metro,2000,10879
12/09/2020,02/01/2020,12/05/2020,MA,Norfolk County,25021,Large fringe metro,806,5205
12/09/2020,02/01/2020,12/05/2020,MA,Plymouth County,25023,Large fringe metro,665,4313
12/09/2020,02/01/2020,12/05/2020,MA,Suffolk County,25025,Large central metro,1362,8041
12/09/2020,02/01/2020,12/05/2020,MA,Worcester County,25027,Medium metro,1061,7146
12/09/2020,02/01/2020,12/05/2020,MD,Allegany County,24001,Small metro,90,980
12/09/2020,02/01/2020,12/05/2020,MD,Anne Arundel County,24003,Large fringe metro,382,4282
12/09/2020,02/01/2020,12/05/2020,MD,Baltimore County,24005,Large fringe metro,775,7915
12/09/2020,02/01/2020,12/05/2020,MD,Calvert County,24009,Large fringe metro,24,567
12/09/2020,02/01/2020,12/05/2020,MD,Carroll County,24013,Large fringe metro,170,1525
12/09/2020,02/01/2020,12/05/2020,MD,Cecil County,24015,Large fringe metro,49,864
12/09/2020,02/01/2020,12/05/2020,MD,Charles County,24017,Large fringe metro,92,943
12/09/2020,02/01/2020,12/05/2020,MD,Dorchester County,24019,Micropolitan,10,265
12/09/2020,02/01/2020,12/05/2020,MD,Frederick County,24021,Large fringe metro,153,1768
12/09/2020,02/01/2020,12/05/2020,MD,Harford County,24025,Large fringe metro,85,1905
12/09/2020,02/01/2020,12/05/2020,MD,Howard County,24027,Large fringe metro,124,1621
12/09/2020,02/01/2020,12/05/2020,MD,Kent County,24029,Noncore,31,264
12/09/2020,02/01/2020,12/05/2020,MD,Montgomery County,24031,Large fringe metro,1271,7194
12/09/2020,02/01/2020,12/05/2020,MD,Prince George's County,24033,Large fringe metro,674,5405
12/09/2020,02/01/2020,12/05/2020,MD,St. Mary's County,24037,Small metro,78,760
12/09/2020,02/01/2020,12/05/2020,MD,Talbot County,24041,Micropolitan,28,588
12/09/2020,02/01/2020,12/05/2020,MD,Washington County,24043,Medium metro,85,1606
12/09/2020,02/01/2020,12/05/2020,MD,Wicomico County,24045,Medium metro,98,1289
12/09/2020,02/01/2020,12/05/2020,MD,Worcester County,24047,Medium metro,49,615
12/09/2020,02/01/2020,12/05/2020,MD,Baltimore city,24510,Large central metro,780,8300
12/09/2020,02/01/2020,12/05/2020,ME,Androscoggin County,23001,Small metro,29,1206
12/09/2020,02/01/2020,12/05/2020,ME,Cumberland County,23005,Medium metro,100,3310
12/09/2020,02/01/2020,12/05/2020,ME,Kennebec County,23011,Micropolitan,21,1223
12/09/2020,02/01/2020,12/05/2020,ME,Penobscot County,23019,Small metro,20,1890
12/09/2020,02/01/2020,12/05/2020,ME,Somerset County,23025,Noncore,21,463
12/09/2020,02/01/2020,12/05/2020,ME,Waldo County,23027,Noncore,17,276
12/09/2020,02/01/2020,12/05/2020,ME,York County,23031,Medium metro,36,1340
12/09/2020,02/01/2020,12/05/2020,MI,Alpena County,26007,Micropolitan,20,346
12/09/2020,02/01/2020,12/05/2020,MI,Baraga County,26013,Noncore,15,84
12/09/2020,02/01/2020,12/05/2020,MI,Bay County,26017,Small metro,77,1304
12/09/2020,02/01/2020,12/05/2020,MI,Berrien County,26021,Small metro,105,1497
12/09/2020,02/01/2020,12/05/2020,MI,Branch County,26023,Micropolitan,14,338
12/09/2020,02/01/2020,12/05/2020,MI,Calhoun County,26025,Small metro,71,1431
12/09/2020,02/01/2020,12/05/2020,MI,Cass County,26027,Medium metro,10,348
12/09/2020,02/01/2020,12/05/2020,MI,Cheboygan County,26031,Noncore,14,224
12/09/2020,02/01/2020,12/05/2020,MI,Clare County,26035,Noncore,17,298
12/09/2020,02/01/2020,12/05/2020,MI,Crawford County,26039,Noncore,18,189
12/09/2020,02/01/2020,12/05/2020,MI,Delta County,26041,Micropolitan,42,405
12/09/2020,02/01/2020,12/05/2020,MI,Dickinson County,26043,Micropolitan,34,300
12/09/2020,02/01/2020,12/05/2020,MI,Emmet County,26047,Noncore,37,567
12/09/2020,02/01/2020,12/05/2020,MI,Genesee County,26049,Medium metro,365,4492
12/09/2020,02/01/2020,12/05/2020,MI,Gogebic County,26053,Noncore,16,146
12/09/2020,02/01/2020,12/05/2020,MI,Grand Traverse County,26055,Micropolitan,36,1249
12/09/2020,02/01/2020,12/05/2020,MI,Gratiot County,26057,Micropolitan,33,396
12/09/2020,02/01/2020,12/05/2020,MI,Hillsdale County,26059,Micropolitan,26,371
12/09/2020,02/01/2020,12/05/2020,MI,Houghton County,26061,Micropolitan,10,301
12/09/2020,02/01/2020,12/05/2020,MI,Ingham County,26065,Medium metro,145,2755
12/09/2020,02/01/2020,12/05/2020,MI,Iosco County,26069,Noncore,13,309
12/09/2020,02/01/2020,12/05/2020,MI,Iron County,26071,Noncore,31,178
12/09/2020,02/01/2020,12/05/2020,MI,Jackson County,26075,Small metro,136,1672
12/09/2020,02/01/2020,12/05/2020,MI,Kalamazoo County,26077,Medium metro,210,2749
12/09/2020,02/01/2020,12/05/2020,MI,Kent County,26081,Large central metro,346,5476
12/09/2020,02/01/2020,12/05/2020,MI,Lapeer County,26087,Large fringe metro,50,759
12/09/2020,02/01/2020,12/05/2020,MI,Livingston County,26093,Large fringe metro,37,1160
12/09/2020,02/01/2020,12/05/2020,MI,Macomb County,26099,Large fringe metro,828,7410
12/09/2020,02/01/2020,12/05/2020,MI,Marquette County,26103,Micropolitan,47,677
12/09/2020,02/01/2020,12/05/2020,MI,Midland County,26111,Small metro,29,877
12/09/2020,02/01/2020,12/05/2020,MI,Monroe County,26115,Small metro,29,1043
12/09/2020,02/01/2020,12/05/2020,MI,Montcalm County,26117,Large fringe metro,11,481
12/09/2020,02/01/2020,12/05/2020,MI,Muskegon County,26121,Small metro,154,1695
12/09/2020,02/01/2020,12/05/2020,MI,Oakland County,26125,Large fringe metro,1611,12294
12/09/2020,02/01/2020,12/05/2020,MI,Ottawa County,26139,Large fringe metro,98,1750
12/09/2020,02/01/2020,12/05/2020,MI,Saginaw County,26145,Small metro,265,2472
12/09/2020,02/01/2020,12/05/2020,MI,St. Clair County,26147,Large fringe metro,68,1487
12/09/2020,02/01/2020,12/05/2020,MI,St. Joseph County,26149,Micropolitan,14,427
12/09/2020,02/01/2020,12/05/2020,MI,Shiawassee County,26155,Micropolitan,27,612
12/09/2020,02/01/2020,12/05/2020,MI,Tuscola County,26157,Noncore,15,392
12/09/2020,02/01/2020,12/05/2020,MI,Van Buren County,26159,Medium metro,20,487
12/09/2020,02/01/2020,12/05/2020,MI,Washtenaw County,26161,Medium metro,302,3490
12/09/2020,02/01/2020,12/05/2020,MI,Wayne County,26163,Large central metro,2549,18665
12/09/2020,02/01/2020,12/05/2020,MI,Wexford County,26165,Micropolitan,11,313
12/09/2020,02/01/2020,12/05/2020,MN,Aitkin County,27001,Noncore,27,207
12/09/2020,02/01/2020,12/05/2020,MN,Anoka County,27003,Large fringe metro,271,2039
12/09/2020,02/01/2020,12/05/2020,MN,Becker County,27005,Noncore,18,313
12/09/2020,02/01/2020,12/05/2020,MN,Beltrami County,27007,Micropolitan,30,377
12/09/2020,02/01/2020,12/05/2020,MN,Benton County,27009,Small metro,31,319
12/09/2020,02/01/2020,12/05/2020,MN,Blue Earth County,27013,Small metro,34,509
12/09/2020,02/01/2020,12/05/2020,MN,Brown County,27015,Micropolitan,14,249
12/09/2020,02/01/2020,12/05/2020,MN,Carlton County,27017,Medium metro,14,265
12/09/2020,02/01/2020,12/05/2020,MN,Carver County,27019,Large fringe metro,16,443
12/09/2020,02/01/2020,12/05/2020,MN,Chisago County,27025,Large fringe metro,13,372
12/09/2020,02/01/2020,12/05/2020,MN,Clay County,27027,Small metro,37,295
12/09/2020,02/01/2020,12/05/2020,MN,Crow Wing County,27035,Micropolitan,34,547
12/09/2020,02/01/2020,12/05/2020,MN,Dakota County,27037,Large fringe metro,107,2029
12/09/2020,02/01/2020,12/05/2020,MN,Douglas County,27041,Micropolitan,32,380
12/09/2020,02/01/2020,12/05/2020,MN,Goodhue County,27049,Micropolitan,27,430
12/09/2020,02/01/2020,12/05/2020,MN,Hennepin County,27053,Large central metro,1233,10076
12/09/2020,02/01/2020,12/05/2020,MN,Hubbard County,27057,Noncore,19,183
12/09/2020,02/01/2020,12/05/2020,MN,Itasca County,27061,Noncore,15,394
12/09/2020,02/01/2020,12/05/2020,MN,Kandiyohi County,27067,Micropolitan,27,331
12/09/2020,02/01/2020,12/05/2020,MN,Kittson County,27069,Noncore,10,47
12/09/2020,02/01/2020,12/05/2020,MN,Lyon County,27083,Micropolitan,15,183
12/09/2020,02/01/2020,12/05/2020,MN,Martin County,27091,Noncore,13,168
12/09/2020,02/01/2020,12/05/2020,MN,Meeker County,27093,Noncore,11,177
12/09/2020,02/01/2020,12/05/2020,MN,Mille Lacs County,27095,Large fringe metro,25,243
12/09/2020,02/01/2020,12/05/2020,MN,Morrison County,27097,Noncore,23,270
12/09/2020,02/01/2020,12/05/2020,MN,Mower County,27099,Micropolitan,23,290
12/09/2020,02/01/2020,12/05/2020,MN,Nicollet County,27103,Small metro,20,162
12/09/2020,02/01/2020,12/05/2020,MN,Nobles County,27105,Micropolitan,22,152
12/09/2020,02/01/2020,12/05/2020,MN,Olmsted County,27109,Small metro,77,1803
12/09/2020,02/01/2020,12/05/2020,MN,Otter Tail County,27111,Micropolitan,15,558
12/09/2020,02/01/2020,12/05/2020,MN,Pine County,27115,Noncore,11,194
12/09/2020,02/01/2020,12/05/2020,MN,Pipestone County,27117,Noncore,14,94
12/09/2020,02/01/2020,12/05/2020,MN,Polk County,27119,Small metro,16,250
12/09/2020,02/01/2020,12/05/2020,MN,Ramsey County,27123,Large central metro,664,4969
12/09/2020,02/01/2020,12/05/2020,MN,Redwood County,27127,Noncore,13,131
12/09/2020,02/01/2020,12/05/2020,MN,Renville County,27129,Noncore,23,134
12/09/2020,02/01/2020,12/05/2020,MN,Rice County,27131,Micropolitan,23,432
12/09/2020,02/01/2020,12/05/2020,MN,St. Louis County,27137,Medium metro,158,2450
12/09/2020,02/01/2020,12/05/2020,MN,Scott County,27139,Large fringe metro,42,598
12/09/2020,02/01/2020,12/05/2020,MN,Sherburne County,27141,Large fringe metro,32,480
12/09/2020,02/01/2020,12/05/2020,MN,Stearns County,27145,Small metro,181,1614
12/09/2020,02/01/2020,12/05/2020,MN,Todd County,27153,Noncore,14,154
12/09/2020,02/01/2020,12/05/2020,MN,Washington County,27163,Large fringe metro,90,1357
12/09/2020,02/01/2020,12/05/2020,MN,Winona County,27169,Micropolitan,31,316
12/09/2020,02/01/2020,12/05/2020,MN,Wright County,27171,Large fringe metro,26,590
12/09/2020,02/01/2020,12/05/2020,MN,Yellow Medicine County,27173,Noncore,11,71
12/09/2020,02/01/2020,12/05/2020,MO,Andrew County,29003,Small metro,10,116
12/09/2020,02/01/2020,12/05/2020,MO,Audrain County,29007,Micropolitan,12,255
12/09/2020,02/01/2020,12/05/2020,MO,Barry County,29009,Noncore,19,302
12/09/2020,02/01/2020,12/05/2020,MO,Boone County,29019,Small metro,140,1973
12/09/2020,02/01/2020,12/05/2020,MO,Buchanan County,29021,Small metro,97,1048
12/09/2020,02/01/2020,12/05/2020,MO,Butler County,29023,Micropolitan,44,630
12/09/2020,02/01/2020,12/05/2020,MO,Camden County,29029,Noncore,53,540
12/09/2020,02/01/2020,12/05/2020,MO,Cape Girardeau County,29031,Small metro,130,1288
12/09/2020,02/01/2020,12/05/2020,MO,Cass County,29037,Large fringe metro,26,682
12/09/2020,02/01/2020,12/05/2020,MO,Christian County,29043,Medium metro,17,392
12/09/2020,02/01/2020,12/05/2020,MO,Clay County,29047,Large fringe metro,216,2152
12/09/2020,02/01/2020,12/05/2020,MO,Clinton County,29049,Large fringe metro,41,278
12/09/2020,02/01/2020,12/05/2020,MO,Cole County,29051,Small metro,140,900
12/09/2020,02/01/2020,12/05/2020,MO,Crawford County,29055,Noncore,10,245
12/09/2020,02/01/2020,12/05/2020,MO,Dade County,29057,Noncore,18,73
12/09/2020,02/01/2020,12/05/2020,MO,Dallas County,29059,Medium metro,14,185
12/09/2020,02/01/2020,12/05/2020,MO,Douglas County,29067,Noncore,15,119
12/09/2020,02/01/2020,12/05/2020,MO,Franklin County,29071,Large fringe metro,90,850
12/09/2020,02/01/2020,12/05/2020,MO,Gasconade County,29073,Noncore,17,178
12/09/2020,02/01/2020,12/05/2020,MO,Gentry County,29075,Noncore,10,66
12/09/2020,02/01/2020,12/05/2020,MO,Greene County,29077,Medium metro,402,3957
12/09/2020,02/01/2020,12/05/2020,MO,Grundy County,29079,Noncore,11,104
12/09/2020,02/01/2020,12/05/2020,MO,Hickory County,29085,Noncore,12,99
12/09/2020,02/01/2020,12/05/2020,MO,Howell County,29091,Micropolitan,59,559
12/09/2020,02/01/2020,12/05/2020,MO,Jackson County,29095,Large central metro,402,6983
12/09/2020,02/01/2020,12/05/2020,MO,Jasper County,29097,Small metro,64,826
12/09/2020,02/01/2020,12/05/2020,MO,Jefferson County,29099,Large fringe metro,85,1376
12/09/2020,02/01/2020,12/05/2020,MO,Johnson County,29101,Micropolitan,33,355
12/09/2020,02/01/2020,12/05/2020,MO,Laclede County,29105,Micropolitan,32,291
12/09/2020,02/01/2020,12/05/2020,MO,Lafayette County,29107,Large fringe metro,18,252
12/09/2020,02/01/2020,12/05/2020,MO,Lawrence County,29109,Noncore,28,339
12/09/2020,02/01/2020,12/05/2020,MO,Lincoln County,29113,Large fringe metro,12,280
12/09/2020,02/01/2020,12/05/2020,MO,Linn County,29115,Noncore,10,102
12/09/2020,02/01/2020,12/05/2020,MO,Livingston County,29117,Noncore,14,141
12/09/2020,02/01/2020,12/05/2020,MO,Marion County,29127,Micropolitan,29,348
12/09/2020,02/01/2020,12/05/2020,MO,Miller County,29131,Noncore,10,213
12/09/2020,02/01/2020,12/05/2020,MO,New Madrid County,29143,Noncore,12,180
12/09/2020,02/01/2020,12/05/2020,MO,Newton County,29145,Small metro,161,1388
12/09/2020,02/01/2020,12/05/2020,MO,Nodaway County,29147,Micropolitan,10,129
12/09/2020,02/01/2020,12/05/2020,MO,Pemiscot County,29155,Noncore,15,185
12/09/2020,02/01/2020,12/05/2020,MO,Pettis County,29159,Micropolitan,47,431
12/09/2020,02/01/2020,12/05/2020,MO,Phelps County,29161,Micropolitan,33,468
12/09/2020,02/01/2020,12/05/2020,MO,Platte County,29165,Large fringe metro,33,563
12/09/2020,02/01/2020,12/05/2020,MO,Polk County,29167,Medium metro,26,321
12/09/2020,02/01/2020,12/05/2020,MO,St. Charles County,29183,Large fringe metro,249,2768
12/09/2020,02/01/2020,12/05/2020,MO,St. Francois County,29187,Micropolitan,36,663
12/09/2020,02/01/2020,12/05/2020,MO,St. Louis County,29189,Large fringe metro,1204,11628
12/09/2020,02/01/2020,12/05/2020,MO,Saline County,29195,Micropolitan,10,187
12/09/2020,02/01/2020,12/05/2020,MO,Scott County,29201,Micropolitan,35,425
12/09/2020,02/01/2020,12/05/2020,MO,Stoddard County,29207,Noncore,12,270
12/09/2020,02/01/2020,12/05/2020,MO,Taney County,29213,Micropolitan,27,514
12/09/2020,02/01/2020,12/05/2020,MO,Vernon County,29217,Noncore,11,155
12/09/2020,02/01/2020,12/05/2020,MO,Webster County,29225,Medium metro,13,202
12/09/2020,02/01/2020,12/05/2020,MO,St. Louis city,29510,Large central metro,323,4275
12/09/2020,02/01/2020,12/05/2020,MS,Adams County,28001,Micropolitan,62,371
12/09/2020,02/01/2020,12/05/2020,MS,Alcorn County,28003,Micropolitan,53,530
12/09/2020,02/01/2020,12/05/2020,MS,Attala County,28007,Noncore,15,206
12/09/2020,02/01/2020,12/05/2020,MS,Bolivar County,28011,Micropolitan,41,318
12/09/2020,02/01/2020,12/05/2020,MS,Clarke County,28023,Micropolitan,18,127
12/09/2020,02/01/2020,12/05/2020,MS,Coahoma County,28027,Micropolitan,32,238
12/09/2020,02/01/2020,12/05/2020,MS,Copiah County,28029,Medium metro,19,217
12/09/2020,02/01/2020,12/05/2020,MS,Covington County,28031,Noncore,10,175
12/09/2020,02/01/2020,12/05/2020,MS,DeSoto County,28033,Large fringe metro,172,1416
12/09/2020,02/01/2020,12/05/2020,MS,Forrest County,28035,Small metro,245,1453
12/09/2020,02/01/2020,12/05/2020,MS,George County,28039,Noncore,15,204
12/09/2020,02/01/2020,12/05/2020,MS,Grenada County,28043,Micropolitan,24,262
12/09/2020,02/01/2020,12/05/2020,MS,Hancock County,28045,Medium metro,15,331
12/09/2020,02/01/2020,12/05/2020,MS,Harrison County,28047,Medium metro,140,2141
12/09/2020,02/01/2020,12/05/2020,MS,Hinds County,28049,Medium metro,607,4252
12/09/2020,02/01/2020,12/05/2020,MS,Holmes County,28051,Noncore,18,147
12/09/2020,02/01/2020,12/05/2020,MS,Itawamba County,28057,Micropolitan,10,153
12/09/2020,02/01/2020,12/05/2020,MS,Jackson County,28059,Medium metro,129,1391
12/09/2020,02/01/2020,12/05/2020,MS,Jones County,28067,Micropolitan,77,634
12/09/2020,02/01/2020,12/05/2020,MS,Lafayette County,28071,Micropolitan,141,718
12/09/2020,02/01/2020,12/05/2020,MS,Lamar County,28073,Small metro,76,504
12/09/2020,02/01/2020,12/05/2020,MS,Lauderdale County,28075,Micropolitan,294,1365
12/09/2020,02/01/2020,12/05/2020,MS,Lawrence County,28077,Noncore,10,115
12/09/2020,02/01/2020,12/05/2020,MS,Leake County,28079,Noncore,19,163
12/09/2020,02/01/2020,12/05/2020,MS,Lee County,28081,Micropolitan,284,1995
12/09/2020,02/01/2020,12/05/2020,MS,Leflore County,28083,Micropolitan,100,497
12/09/2020,02/01/2020,12/05/2020,MS,Lincoln County,28085,Micropolitan,49,380
12/09/2020,02/01/2020,12/05/2020,MS,Lowndes County,28087,Micropolitan,104,729
12/09/2020,02/01/2020,12/05/2020,MS,Madison County,28089,Medium metro,67,912
12/09/2020,02/01/2020,12/05/2020,MS,Marion County,28091,Noncore,12,223
12/09/2020,02/01/2020,12/05/2020,MS,Marshall County,28093,Large fringe metro,25,285
12/09/2020,02/01/2020,12/05/2020,MS,Monroe County,28095,Noncore,55,347
12/09/2020,02/01/2020,12/05/2020,MS,Montgomery County,28097,Noncore,14,121
12/09/2020,02/01/2020,12/05/2020,MS,Neshoba County,28099,Noncore,26,284
12/09/2020,02/01/2020,12/05/2020,MS,Oktibbeha County,28105,Micropolitan,51,303
12/09/2020,02/01/2020,12/05/2020,MS,Panola County,28107,Noncore,19,244
12/09/2020,02/01/2020,12/05/2020,MS,Pearl River County,28109,Micropolitan,30,505
12/09/2020,02/01/2020,12/05/2020,MS,Pike County,28113,Micropolitan,58,500
12/09/2020,02/01/2020,12/05/2020,MS,Prentiss County,28117,Noncore,17,197
12/09/2020,02/01/2020,12/05/2020,MS,Rankin County,28121,Medium metro,50,920
12/09/2020,02/01/2020,12/05/2020,MS,Simpson County,28127,Medium metro,28,239
12/09/2020,02/01/2020,12/05/2020,MS,Sunflower County,28133,Micropolitan,35,277
12/09/2020,02/01/2020,12/05/2020,MS,Tate County,28137,Large fringe metro,19,191
12/09/2020,02/01/2020,12/05/2020,MS,Tishomingo County,28141,Noncore,24,221
12/09/2020,02/01/2020,12/05/2020,MS,Union County,28145,Noncore,15,185
12/09/2020,02/01/2020,12/05/2020,MS,Warren County,28149,Micropolitan,82,554
12/09/2020,02/01/2020,12/05/2020,MS,Washington County,28151,Micropolitan,113,668
12/09/2020,02/01/2020,12/05/2020,MS,Wayne County,28153,Noncore,19,170
12/09/2020,02/01/2020,12/05/2020,MS,Webster County,28155,Noncore,13,121
12/09/2020,02/01/2020,12/05/2020,MS,Winston County,28159,Noncore,14,163
12/09/2020,02/01/2020,12/05/2020,MS,Yazoo County,28163,Medium metro,21,199
